ensembl_gene_id,chr_name,gene_name,Description,gene_start,gene_end,min_snp,p,pos,aff,unaff,upstream,downstream,in_gene,nAff,nUnaff,FDR,dist2Gene
ENSOCUG00000016483,chr19,NUFIP2,"NUFIP2, FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]",18934613,18955907,81123_71,0.37370000000000003,18960981,1/8/13,1/3/15,FALSE,TRUE,FALSE,22,19,0.5428738076499292,5074
ENSOCUG00000006480,GL019026,NFATC1,nuclear factor of activated T-cells 1 [Source:HGNC Symbol;Acc:HGNC:7775],191905,293687,262833_0,0.3738,267062,2/2/28,3/4/18,FALSE,FALSE,TRUE,32,25,0.5429079767149151,0
ENSOCUG00000014069,GL018722,ZNF507,zinc finger protein 507 [Source:HGNC Symbol;Acc:HGNC:23783],3053184,3085113,210481_22,0.3739,3079669,7/19/15,10/13/9,FALSE,FALSE,TRUE,41,32,0.5429079767149151,0
ENSOCUG00000016099,chr17,C15orf41,chromosome 15 open reading frame 41 [Source:HGNC Symbol;Acc:HGNC:26929],35430111,35668042,66010_48,0.3739,35492520,0/7/24,1/5/12,FALSE,FALSE,TRUE,31,18,0.5429079767149151,0
ENSOCUG00000004952,chr13,FCRL1,Fc receptor like 1 [Source:HGNC Symbol;Acc:HGNC:18509],35438649,35445841,32005_26,0.374,35434748,1/10/11,3/5/10,TRUE,FALSE,FALSE,22,18,0.5429677520843165,3901
ENSOCUG00000009047,chr13,FCRL2,Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875],35464241,35485269,32005_26,0.374,35434748,1/10/11,3/5/10,TRUE,FALSE,FALSE,22,18,0.5429677520843165,29493
ENSOCUG00000026714,chr13,NA,NA,35407393,35416093,32005_26,0.374,35434748,1/10/11,3/5/10,FALSE,TRUE,FALSE,22,18,0.5429677520843165,18655
ENSOCUG00000029187,GL018833,NA,NA,113262,116146,243548_58,0.37410000000000004,154650,0/4/13,0/2/20,TRUE,FALSE,FALSE,17,22,0.5430275086505191,38504
ENSOCUG00000016227,chr1,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]",2642082,2858206,97927_77,0.3743,2858512,2/15/10,4/8/6,FALSE,TRUE,FALSE,27,18,0.5432323793049222,306
ENSOCUG00000029370,chr1,TXNDC8,thioredoxin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:31454],2876075,2901507,97927_77,0.3743,2858512,2/15/10,4/8/6,TRUE,FALSE,FALSE,27,18,0.5432323793049222,17563
ENSOCUG00000011349,chr13,ELOVL1,ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418],123293784,123295356,24936_13,0.3745,123321522,1/14/21,3/9/11,FALSE,TRUE,FALSE,36,23,0.5434371855345912,26166
ENSOCUG00000027895,chr13,NA,NA,123268566,123290398,24936_13,0.3745,123321522,1/14/21,3/9/11,FALSE,TRUE,FALSE,36,23,0.5434371855345912,31124
ENSOCUG00000010449,chr19,ADORA2B,adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264],3721957,3747119,83690_44,0.37470000000000003,3692903,0/9/26,2/9/21,TRUE,FALSE,FALSE,35,32,0.5434533594976453,29054
ENSOCUG00000017737,GL018804,P2RX2,purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459],1012417,1015353,237954_41,0.37470000000000003,1012279,2/11/20,0/11/11,FALSE,TRUE,FALSE,33,22,0.5434533594976453,138
ENSOCUG00000000205,chr7,NA,NA,137948021,137948263,161010_5,0.375,137945707,0/0/40,1/0/23,FALSE,TRUE,FALSE,40,24,0.5434533594976453,2314
ENSOCUG00000001316,chr3,ESRP1,epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966],110260642,110320513,126521_54,0.375,110299807,0/0/25,1/0/14,FALSE,FALSE,TRUE,25,15,0.5434533594976453,0
ENSOCUG00000001317,chr3,DPY19L4,dpy-19 like 4 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:27829],110333907,110400374,126521_54,0.375,110299807,0/0/25,1/0/14,TRUE,FALSE,FALSE,25,15,0.5434533594976453,34100
ENSOCUG00000001571,chr2,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449],8175849,8203202,123168_14,0.375,8224267,0/0/35,0/1/20,FALSE,TRUE,FALSE,35,21,0.5434533594976453,21065
ENSOCUG00000001576,chr2,MED28,mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628],8206711,8213286,123168_14,0.375,8224267,0/0/35,0/1/20,FALSE,TRUE,FALSE,35,21,0.5434533594976453,10981
ENSOCUG00000002860,chr1,PIWIL4,piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444],122255099,122302114,89781_41,0.375,122269980,0/0/35,0/1/20,FALSE,FALSE,TRUE,35,21,0.5434533594976453,0
ENSOCUG00000003228,chr3,CLK4,CDC like kinase 4 [Source:HGNC Symbol;Acc:HGNC:13659],58642594,58665839,137136_29,0.375,58672233,0/0/35,0/1/20,TRUE,FALSE,FALSE,35,21,0.5434533594976453,6394
ENSOCUG00000012722,chr7,SF3B1,splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768],137895326,137921199,161010_5,0.375,137945707,0/0/40,1/0/23,TRUE,FALSE,FALSE,40,24,0.5434533594976453,24508
ENSOCUG00000012735,chr7,COQ10B,coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819],137958674,137985036,161010_5,0.375,137945707,0/0/40,1/0/23,TRUE,FALSE,FALSE,40,24,0.5434533594976453,12967
ENSOCUG00000012736,chr7,HSPD1,heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261],137982585,137992646,161010_5,0.375,137945707,0/0/40,1/0/23,FALSE,TRUE,FALSE,40,24,0.5434533594976453,36878
ENSOCUG00000016152,chr4,SLC4A8,solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034],35718094,35790305,142863_24,0.375,35731178,0/0/30,0/1/17,FALSE,FALSE,TRUE,30,18,0.5434533594976453,0
ENSOCUG00000029492,chr7,NA,NA,137924283,137939204,161010_5,0.375,137945707,0/0/40,1/0/23,TRUE,FALSE,FALSE,40,24,0.5434533594976453,6503
ENSOCUG00000006363,chr4,EIF3D,eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278],85283798,85295993,147781_65,0.37510000000000004,85308191,3/15/18,3/8/21,FALSE,TRUE,FALSE,36,32,0.5434533594976453,12198
ENSOCUG00000016388,chr15,EGF,epidermal growth factor [Source:HGNC Symbol;Acc:HGNC:3229],39431242,39531778,51328_19,0.37510000000000004,39503069,3/15/9,1/8/11,FALSE,FALSE,TRUE,27,20,0.5434533594976453,0
ENSOCUG00000013948,chr1,ARHGAP20,Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357],105770065,105904501,88874_10,0.3753,105852303,0/10/28,2/9/21,FALSE,FALSE,TRUE,38,32,0.5436319786599717,0
ENSOCUG00000000545,chr18,CH25H,cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907],37149275,37150168,73781_27,0.3754,37164580,1/5/20,0/1/17,TRUE,FALSE,FALSE,26,18,0.5436319786599717,14412
ENSOCUG00000025595,GL018723,RHBDD3,rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308],2515148,2517878,211041_13,0.3754,2515256,0/5/21,0/1/17,FALSE,FALSE,TRUE,26,18,0.5436319786599717,0
ENSOCUG00000002140,chr8,DACH1,dachshund family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2663],72792976,73230465,177924_18,0.37560000000000004,73095560,0/6/25,1/5/13,FALSE,FALSE,TRUE,31,19,0.5437509647058825,0
ENSOCUG00000006138,GL019066,NA,NA,31072,31452,264944_6,0.37560000000000004,48107,2/20/14,5/17/9,FALSE,TRUE,FALSE,36,31,0.5437509647058825,16655
ENSOCUG00000022369,GL019066,NA,NA,35210,36560,264944_6,0.37560000000000004,48107,2/20/14,5/17/9,TRUE,FALSE,FALSE,36,31,0.5437509647058825,11547
ENSOCUG00000027983,GL019066,HIST3H3,"histone cluster 3, H3 [Source:HGNC Symbol;Acc:HGNC:4778]",41411,41821,264944_6,0.37560000000000004,48107,2/20/14,5/17/9,FALSE,TRUE,FALSE,36,31,0.5437509647058825,6286
ENSOCUG00000029624,GL019066,NA,NA,9787,16964,264944_6,0.37560000000000004,48107,2/20/14,5/17/9,TRUE,FALSE,FALSE,36,31,0.5437509647058825,31143
ENSOCUG00000014428,chr15,NAT1,N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645],3037053,3187729,50921_19,0.37570000000000003,3191398,2/7/26,0/9/18,FALSE,TRUE,FALSE,35,27,0.5438104297365121,3669
ENSOCUG00000006669,chr3,CSNK1A1,casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451],31303944,31350583,133782_56,0.3759,31277102,7/19/6,7/13/10,FALSE,TRUE,FALSE,32,30,0.5440145993413832,26842
ENSOCUG00000017398,GL019418,PSAPL1,prosaposin-like 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33131],62789,64321,274002_69,0.376,64016,12/18/12,8/12/16,FALSE,FALSE,TRUE,42,36,0.5440740043900909,0
ENSOCUG00000001342,chr19,ANKFN1,ankyrin repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26766],31531819,31783044,83316_60,0.3765,31721301,0/1/24,1/2/15,FALSE,FALSE,TRUE,25,18,0.544626724137931,0
ENSOCUG00000015053,chr7,NA,NA,112786902,112951024,159296_6,0.3765,112801278,5/14/7,1/11/7,FALSE,FALSE,TRUE,26,19,0.544626724137931,0
ENSOCUG00000007719,chr1,PDE3B,phosphodiesterase 3B [Source:HGNC Symbol;Acc:HGNC:8779],156399240,156576840,93661_42,0.37670000000000003,156413232,5/24/9,7/14/9,FALSE,FALSE,TRUE,38,30,0.544830637831061,0
ENSOCUG00000000462,chr3,OXR1,oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822],121967010,122068456,127737_52,0.3768,122007242,0/4/23,0/1/19,FALSE,FALSE,TRUE,27,20,0.544837613529596,0
ENSOCUG00000000796,GL018924,CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625],72094,85277,254858_26,0.3769,94295,4/15/3,7/14/8,TRUE,FALSE,FALSE,22,29,0.544837613529596,9018
ENSOCUG00000000272,chr13,EMC1,ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957],133646370,133670489,27444_51,0.377,133653480,0/0/38,0/1/22,FALSE,FALSE,TRUE,38,23,0.544837613529596,0
ENSOCUG00000000274,chr13,MRTO4,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]",133636293,133646813,27444_51,0.377,133653480,0/0/38,0/1/22,TRUE,FALSE,FALSE,38,23,0.544837613529596,6667
ENSOCUG00000012637,chr14,EPHB3,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394],81101869,81114256,46859_44,0.377,81084149,0/0/38,0/1/22,FALSE,TRUE,FALSE,38,23,0.544837613529596,17720
ENSOCUG00000013139,chr12,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987],67028090,67301356,19600_11,0.377,66992226,0/0/38,1/0/22,TRUE,FALSE,FALSE,38,23,0.544837613529596,35864
ENSOCUG00000014622,chr13,NA,NA,133616911,133624878,27444_51,0.377,133653480,0/0/38,0/1/22,TRUE,FALSE,FALSE,38,23,0.544837613529596,28602
ENSOCUG00000026562,chr15,NA,NA,70199716,70217271,53395_19,0.3771,70240435,0/10/25,1/8/14,TRUE,FALSE,FALSE,35,23,0.5448968060122124,23164
ENSOCUG00000004612,chr16,CAPN2,calpain-2 catalytic subunit  [Source:RefSeq peptide;Acc:NP_001182651],49479091,49526392,59383_5,0.37720000000000004,49496146,5/13/17,1/13/16,FALSE,FALSE,TRUE,35,30,0.5449559799624296,0
ENSOCUG00000005566,GL018731,GPR50,G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:HGNC:4506],1502095,1506568,215931_43,0.3774,1484973,6/3/23,2/5/21,FALSE,TRUE,FALSE,32,28,0.5449889845094664,17122
ENSOCUG00000006920,chr18,NRBF2,nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692],23064226,23083365,73113_49,0.3774,23061145,0/2/36,0/3/22,FALSE,TRUE,FALSE,38,25,0.5449889845094664,3081
ENSOCUG00000006922,chr18,JMJD1C,jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313],22811685,23055009,73113_49,0.3774,23061145,0/2/36,0/3/22,FALSE,TRUE,FALSE,38,25,0.5449889845094664,6136
ENSOCUG00000023850,chr3,NA,NA,5503059,5505355,136415_71,0.3774,5481846,0/0/33,0/1/19,TRUE,FALSE,FALSE,33,20,0.5449889845094664,21213
ENSOCUG00000003294,chr16,WDR26,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208],48894210,48948057,59303_45,0.3775,48854973,5/10/20,3/5/22,TRUE,FALSE,FALSE,35,30,0.5450481070087609,39237
ENSOCUG00000001360,GL018783,GAB3,GRB2 associated binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17515],954776,1040440,233248_31,0.3778,971315,0/0/28,0/1/16,FALSE,FALSE,TRUE,28,17,0.5450549007347194,0
ENSOCUG00000005596,chr17,GREM1,"gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]",37877971,37891787,66119_44,0.3778,37851685,0/0/28,0/1/16,TRUE,FALSE,FALSE,28,17,0.5450549007347194,26286
ENSOCUG00000009236,chr12,FAM135A,family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084],57128983,57255851,19065_29,0.3778,57219038,0/0/28,0/1/16,FALSE,FALSE,TRUE,28,17,0.5450549007347194,0
ENSOCUG00000009489,chr17,ARHGAP11A,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783],37760083,37856624,66119_44,0.3778,37851685,0/0/28,0/1/16,FALSE,FALSE,TRUE,28,17,0.5450549007347194,0
ENSOCUG00000012646,GL018783,DKC1,dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890],925103,936367,233248_31,0.3778,971315,0/0/28,0/1/16,TRUE,FALSE,FALSE,28,17,0.5450549007347194,34948
ENSOCUG00000012651,chr3,NA,NA,69855130,69856274,137711_73,0.3778,69838929,0/0/28,1/0/16,TRUE,FALSE,FALSE,28,17,0.5450549007347194,16201
ENSOCUG00000013170,chr16,MARC1,mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:HGNC:26189],52275710,52301970,59794_28,0.3778,52327424,0/0/28,0/1/16,TRUE,FALSE,FALSE,28,17,0.5450549007347194,25454
ENSOCUG00000013054,chr7,UBE2H,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484],14658836,14958068,161914_49,0.3779,14776322,2/14/23,3/5/13,FALSE,FALSE,TRUE,39,21,0.5451139574867147,0
ENSOCUG00000026374,GL018981,NA,NA,8700,10728,259794_56,0.3781,40013,4/18/5,1/15/7,TRUE,FALSE,FALSE,27,23,0.5453172214408502,29285
ENSOCUG00000021782,chr18,NA,NA,4545886,4547673,74736_49,0.3785,4587478,9/16/6,3/12/7,TRUE,FALSE,FALSE,31,22,0.5458088281250001,39805
ENSOCUG00000029622,chr13,NA,NA,35714066,35746533,32049_54,0.3786,35784488,5/20/13,5/7/8,TRUE,FALSE,FALSE,38,20,0.5458677394157163,37955
ENSOCUG00000000754,chr12,CYP39A1,cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449],35904384,35996014,17985_6,0.3789,35900680,0/2/25,0/4/16,FALSE,TRUE,FALSE,27,20,0.5462149484536083,3704
ENSOCUG00000000530,GL018721,ADI1,"Oryctolagus cuniculus acireductone dioxygenase 1 (ADI1), mRNA. [Source:RefSeq mRNA;Acc:NM_001285837]",181202,189422,209574_74,0.3793,167810,7/26/8,9/17/10,FALSE,TRUE,FALSE,41,36,0.5463706175920149,13392
ENSOCUG00000011721,GL018735,MTIF3,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788],491988,501761,217817_63,0.3793,470378,0/0/36,0/1/21,FALSE,TRUE,FALSE,36,22,0.5463706175920149,21610
ENSOCUG00000024045,chr13,NA,NA,37783213,37784771,32548_54,0.3793,37795051,0/0/36,0/1/21,FALSE,TRUE,FALSE,36,22,0.5463706175920149,10280
ENSOCUG00000027689,chr13,ASIC3,acid sensing ion channel subunit 3 [Source:HGNC Symbol;Acc:HGNC:101],12467322,12470951,25130_22,0.3793,12430015,0/0/36,1/0/21,TRUE,FALSE,FALSE,36,22,0.5463706175920149,37307
ENSOCUG00000017502,chr16,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]",32721775,32785706,57370_65,0.3794,32787824,0/4/34,0/1/28,FALSE,TRUE,FALSE,38,29,0.5463706175920149,2118
ENSOCUG00000029136,GL018719,NA,NA,452270,453742,208942_21,0.3794,431843,0/4/34,0/1/28,TRUE,FALSE,FALSE,38,29,0.5463706175920149,20427
ENSOCUG00000005496,chr5,SLC7A9,solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067],2825122,2847865,151782_45,0.3795,2787981,0/2/23,0/3/14,FALSE,TRUE,FALSE,25,17,0.5463706175920149,37141
ENSOCUG00000013802,chr19,ALDOC,"aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]",19580209,19583393,81270_7,0.3795,19618567,5/19/16,8/12/15,FALSE,TRUE,FALSE,40,35,0.5463706175920149,35174
ENSOCUG00000013807,chr19,NA,NA,19558021,19579517,81270_7,0.3795,19618567,5/19/16,8/12/15,FALSE,TRUE,FALSE,40,35,0.5463706175920149,39050
ENSOCUG00000007517,GL018739,C1orf158,chromosome 1 open reading frame 158 [Source:HGNC Symbol;Acc:HGNC:28567],1434324,1445846,219505_55,0.3796,1434637,0/6/26,1/3/24,FALSE,FALSE,TRUE,32,28,0.5463706175920149,0
ENSOCUG00000009276,chr4,MYBPC1,"myosin binding protein C, slow type [Source:HGNC Symbol;Acc:HGNC:7549]",80935716,80991043,147017_24,0.3796,81028572,4/13/9,5/5/5,FALSE,TRUE,FALSE,26,15,0.5463706175920149,37529
ENSOCUG00000009289,chr4,CHPT1,choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852],81008477,81043021,147017_24,0.3796,81028572,4/13/9,5/5/5,FALSE,FALSE,TRUE,26,15,0.5463706175920149,0
ENSOCUG00000009292,chr4,SYCP3,synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130],81043158,81050238,147017_24,0.3796,81028572,4/13/9,5/5/5,FALSE,TRUE,FALSE,26,15,0.5463706175920149,14586
ENSOCUG00000009299,chr4,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits [Source:HGNC Symbol;Acc:HGNC:29670],80964669,81149874,147017_24,0.3796,81028572,4/13/9,5/5/5,FALSE,FALSE,TRUE,26,15,0.5463706175920149,0
ENSOCUG00000025025,GL018739,AADACL3,arylacetamide deacetylase like 3 [Source:HGNC Symbol;Acc:HGNC:32037],1464568,1471284,219505_55,0.3796,1434637,0/6/26,1/3/24,FALSE,TRUE,FALSE,32,28,0.5463706175920149,29931
ENSOCUG00000027766,chr14,NA,NA,49682861,49683945,44991_59,0.3799,49642872,0/11/19,1/4/11,TRUE,FALSE,FALSE,30,16,0.5466053615960099,39989
ENSOCUG00000003993,chr7,RFTN2,raftlin family member 2 [Source:HGNC Symbol;Acc:HGNC:26402],138059024,138125735,161016_13,0.38,138051557,0/0/31,1/0/18,FALSE,TRUE,FALSE,31,19,0.5466053615960099,7467
ENSOCUG00000005712,chr7,NA,NA,138010410,138040498,161016_13,0.38,138051557,0/0/31,1/0/18,FALSE,TRUE,FALSE,31,19,0.5466053615960099,11059
ENSOCUG00000012740,GL018732,N4BP1,NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850],2097764,2141334,216323_67,0.38,2063648,0/0/31,1/0/18,TRUE,FALSE,FALSE,31,19,0.5466053615960099,34116
ENSOCUG00000015746,chr13,METTL11B,methyltransferase like 11B [Source:HGNC Symbol;Acc:HGNC:31932],22310424,22336043,30542_50,0.38,22343520,0/0/31,1/0/18,FALSE,TRUE,FALSE,31,19,0.5466053615960099,7477
ENSOCUG00000001727,GL019369,SLC19A1,solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937],21,37567,273327_66,0.3804,41376,1/16/15,0/7/13,TRUE,FALSE,FALSE,32,20,0.5469940746500778,3809
ENSOCUG00000004582,chr1,DMRT1,doublesex and mab-3 related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2934],53686693,53804565,99572_15,0.3804,53797803,3/15/22,5/16/14,FALSE,FALSE,TRUE,40,35,0.5469940746500778,0
ENSOCUG00000024772,GL019369,NA,NA,451,3152,273327_66,0.3804,41376,1/16/15,0/7/13,FALSE,TRUE,FALSE,32,20,0.5469940746500778,38224
ENSOCUG00000001535,AAGW02082131,CEP104,centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866],21,16797,193324_57,0.3805,15943,4/13/15,6/7/8,FALSE,FALSE,TRUE,32,21,0.5469940746500778,0
ENSOCUG00000017463,chr1,NA,NA,138344259,138525545,90801_43,0.38070000000000004,138502979,0/1/24,1/2/16,FALSE,FALSE,TRUE,25,19,0.5469940746500778,0
ENSOCUG00000013413,GL018706,ERLIN2,ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356],5554610,5567702,202886_31,0.3809,5522138,3/16/6,6/10/6,FALSE,TRUE,FALSE,25,22,0.5469940746500778,32472
ENSOCUG00000024159,GL018706,PROSC,proline synthetase cotranscribed homolog (bacterial) [Source:HGNC Symbol;Acc:HGNC:9457],5525722,5544496,202886_31,0.3809,5522138,3/16/6,6/10/6,FALSE,TRUE,FALSE,25,22,0.5469940746500778,3584
ENSOCUG00000002131,chr12,PSMB8,proteasome subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545],23356122,23360458,15354_29,0.381,23337407,0/0/26,0/1/15,FALSE,TRUE,FALSE,26,16,0.5469940746500778,18715
ENSOCUG00000002135,chr12,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",23361824,23371112,15354_29,0.381,23337407,0/0/26,0/1/15,FALSE,TRUE,FALSE,26,16,0.5469940746500778,24417
ENSOCUG00000002139,chr12,PSMB9,proteasome subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546],23371247,23379513,15354_29,0.381,23337407,0/0/26,0/1/15,TRUE,FALSE,FALSE,26,16,0.5469940746500778,33840
ENSOCUG00000002489,chr12,NA,NA,23346548,23354606,15354_29,0.381,23337407,0/0/26,0/1/15,FALSE,TRUE,FALSE,26,16,0.5469940746500778,9141
ENSOCUG00000005587,chr17,PPP1R14D,protein phosphatase 1 regulatory inhibitor subunit 14D [Source:HGNC Symbol;Acc:HGNC:14953],31239685,31252760,65603_38,0.381,31209928,0/0/39,0/1/23,TRUE,FALSE,FALSE,39,24,0.5469940746500778,29757
ENSOCUG00000007210,chr12,RSPH3,radial spoke 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054],148944577,148974053,13530_1,0.381,148993804,8/8/9,3/9/5,TRUE,FALSE,FALSE,25,17,0.5469940746500778,19751
ENSOCUG00000012376,chr9,SUCLG2,succinate-CoA ligase GDP-forming beta subunit [Source:HGNC Symbol;Acc:HGNC:11450],34574962,34875080,184694_43,0.381,34760253,0/0/39,1/0/23,FALSE,FALSE,TRUE,39,24,0.5469940746500778,0
ENSOCUG00000012405,chr2,PRSS55,"protease, serine 55 [Source:HGNC Symbol;Acc:HGNC:30824]",39448031,39457625,120202_19,0.381,39441459,0/0/39,0/1/23,FALSE,TRUE,FALSE,39,24,0.5469940746500778,6572
ENSOCUG00000015371,chr17,SPINT1,"serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]",31211045,31229828,65603_38,0.381,31209928,0/0/39,0/1/23,FALSE,TRUE,FALSE,39,24,0.5469940746500778,1117
ENSOCUG00000027941,chr4,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289],49389824,49465660,144786_40,0.381,49435209,0/0/39,1/0/23,FALSE,FALSE,TRUE,39,24,0.5469940746500778,0
ENSOCUG00000029437,chr12,HLA-DOB,"major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]",23328939,23335032,15354_29,0.381,23337407,0/0/26,0/1/15,TRUE,FALSE,FALSE,26,16,0.5469940746500778,2375
ENSOCUG00000001686,chr14,BBX,"BBX, HMG-box containing [Source:HGNC Symbol;Acc:HGNC:14422]",112236358,112516150,38940_16,0.3811,112242016,2/4/22,0/5/14,FALSE,FALSE,TRUE,28,19,0.5469940746500778,0
ENSOCUG00000013424,chr3,NA,NA,47886850,47888358,135348_32,0.3811,47907814,5/13/20,6/5/12,FALSE,TRUE,FALSE,38,23,0.5469940746500778,19456
ENSOCUG00000021653,chr2,NA,NA,73558629,73559353,122673_37,0.3811,73558959,6/20/15,8/20/8,FALSE,FALSE,TRUE,41,36,0.5469940746500778,0
ENSOCUG00000000561,chr15,NA,NA,60930665,60931213,52723_41,0.38130000000000003,60896638,4/12/17,7/12/11,FALSE,TRUE,FALSE,33,30,0.5469993162393163,34027
ENSOCUG00000013532,chr3,KCNK9,potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283],155037770,155083291,130547_31,0.38130000000000003,155048123,0/4/32,0/1/26,FALSE,FALSE,TRUE,36,27,0.5469993162393163,0
ENSOCUG00000027817,chr4,PPP1R16B,protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850],1571961,1651391,140825_40,0.38130000000000003,1658830,3/14/25,1/17/18,TRUE,FALSE,FALSE,42,36,0.5469993162393163,7439
ENSOCUG00000011299,GL018723,CHEK2,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],1963191,2010558,210939_23,0.3814,2032428,1/18/23,2/9/20,TRUE,FALSE,FALSE,42,31,0.5469993162393163,21870
ENSOCUG00000011315,GL018723,NA,NA,2013642,2029361,210939_23,0.3814,2032428,1/18/23,2/9/20,FALSE,TRUE,FALSE,42,31,0.5469993162393163,3067
ENSOCUG00000026144,GL018768,ODF3L1,outer dense fiber of sperm tails 3 like 1 [Source:HGNC Symbol;Acc:HGNC:28735],748613,751946,230452_27,0.3814,772633,0/4/38,0/1/31,TRUE,FALSE,FALSE,42,32,0.5469993162393163,20687
ENSOCUG00000000145,chr1,NFIL3,"nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]",76776106,76777506,101808_5,0.38170000000000004,76779544,0/9/33,1/5/29,FALSE,TRUE,FALSE,42,35,0.547344515226849,2038
ENSOCUG00000010569,chr19,ERBB2,erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430],40942633,40967728,84555_67,0.3819,40910234,0/2/28,0/4/18,TRUE,FALSE,FALSE,30,22,0.5475462327171042,32399
